Folio Vivienda,Fecha,Municipio,AGEB,Centralidad,"En su opinión, ¿Cuál es el principal problema de movilidad en sus traslados en la zona donde vive?","Y con respecto al TRANSPORTE PÚBLICO, ¿Cuál considera que es el principal problema de la zona donde vive?","Incluyéndolo, ¿cuántas personas viven permanentemente en su vivienda contando a los bebés y personas adultas mayores?",Esta casa es?,¿Ingresos mensuales de todas las personas que habitan en la vivienda y aportan gastos al hogar?,¿Cuántos ... tienen en esta vivienda? | Vehículos (autos o camionetas),¿Cuántos ... tienen en esta vivienda? | Motocicletas o motonetas,¿Cuántos ... tienen en esta vivienda? | Bicicletas,¿Dónde estacionan los vehículos?,Persona del hogar que fue el informante principal,¿En su vivienda tienen acceso a internet?,"En su hogar, ¿Estarían dispuestos a participar en este mismo tipo de estudio en el futuro?",Ponderador
12931,31-Mar-23,Zapopan,1412002314145,15,,,2,Propia,No quiso responder,0,0,1,,Cónyuge,Sí,No,24
12933,31-Mar-23,Zapopan,1412002314179,15,,,4,Hipotecada,No quiso responder,0,0,1,,Cónyuge,No,No,24
12934,31-Mar-23,Zapopan,141200231415A,15,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12938,31-Mar-23,Zapopan,141200231415A,15,Pavimento deteriorado,Poca frecuencia de paso en la noche,5,Propia,No sabe,0,0,0,,Jefe del hogar,Sí,No,24
12940,31-Mar-23,Zapopan,141200231415A,15,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Hijo,No,No,24
12942,31-Mar-23,Zapopan,1412002315779,15,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,0,1,0,,Cónyuge,Sí,Sí,24
12944,31-Mar-23,Zapopan,141200231415A,15,Insuficiente transporte público,La distancia a las paradas,5,Prestada,No quiso responder,0,0,0,,Hijo,Sí,No,24
12946,31-Mar-23,Zapopan,1412002314145,15,Vialidades insuficientes,Falta de información de rutas,1,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,24
12947,31-Mar-23,Zapopan,141200231415A,15,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12948,31-Mar-23,Zapopan,1412002314145,15,,,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12949,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Rentada,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,24
12950,31-Mar-23,Zapopan,1412002315779,15,,,4,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,24
12953,31-Mar-23,Zapopan,1412002314145,15,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,3,Prestada,"$7,001 y $10,000",0,1,0,,Cónyuge,Sí,Sí,24
12957,31-Mar-23,Zapopan,141200231415A,15,Congestionamiento,Poca frecuencia de paso en el día,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12959,31-Mar-23,Zapopan,141200231415A,15,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,2,Propia,No sabe,0,0,1,,Jefe del hogar,No,No,24
12961,31-Mar-23,Zapopan,1412002315779,15,,,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,24
12963,31-Mar-23,Zapopan,1412002314164,15,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12964,31-Mar-23,Zapopan,1412002314179,15,,,3,Hipotecada,No quiso responder,0,0,1,,Cónyuge,No,No,24
12965,31-Mar-23,Zapopan,1412002314164,15,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12966,31-Mar-23,Zapopan,1412002314145,15,,,3,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,No,24
12971,31-Mar-23,Zapopan,141200231415A,15,Pavimento deteriorado,Poca frecuencia de paso en el día,2,Prestada,"$3,001 y $7,000",0,1,0,,Jefe del hogar,No,No,24
12973,31-Mar-23,Zapopan,1412002314179,15,,,2,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,24
12976,31-Mar-23,Zapopan,1412002314164,15,Falta de señalamientos,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,24
12977,31-Mar-23,Zapopan,1412002315779,15,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12980,31-Mar-23,Zapopan,1412002315779,15,,,1,Hipotecada,No quiso responder,0,1,0,,Jefe del hogar,No,No,24
12983,31-Mar-23,Zapopan,1412002314145,15,Calles inundadas,Conducción del/ de la chofer,6,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,No,24
12984,31-Mar-23,Zapopan,141200231415A,15,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,5,Rentada,No sabe,0,0,0,,Cónyuge,Sí,Sí,24
12988,31-Mar-23,Zapopan,1412002315779,15,,,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12989,31-Mar-23,Zapopan,141200231415A,15,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,5,Propia,No sabe,0,0,0,,Hijo,Sí,No,24
12991,31-Mar-23,Zapopan,1412002314145,15,,,1,Propia,No quiso responder,0,0,1,,Hijo,Sí,No,24
12993,31-Mar-23,Zapopan,1412002314164,15,Vialidades insuficientes,El tiempo de duración de viaje,2,Rentada,No sabe,0,0,0,,Cónyuge,Sí,No,24
12995,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Hipotecada,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,Sí,24
12996,31-Mar-23,Zapopan,1412002315779,15,,,6,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
12997,31-Mar-23,Zapopan,1412002314145,15,Congestionamiento,El sobrecupo de personas en las unidades del transporte,1,Propia,"$3,001 y $7,000",0,0,1,,Jefe del hogar,Sí,Sí,24
12999,31-Mar-23,Zapopan,1412002314179,15,,,4,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
13005,31-Mar-23,Zapopan,1412002314179,15,Pavimento deteriorado,Conducción del/ de la chofer,2,Propia,"$3,001 y $7,000",0,0,1,,Jefe del hogar,Sí,Sí,24
13006,31-Mar-23,Zapopan,141200231415A,15,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,4,Propia,No sabe,0,0,0,,Jefe del hogar,Sí,No,24
13007,31-Mar-23,Zapopan,1412002314164,15,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,24
13009,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,No quiso responder,0,0,2,,Jefe del hogar,Sí,No,24
13010,31-Mar-23,Zapopan,1412002315779,15,,,3,Rentada,No quiso responder,0,0,2,,Jefe del hogar,Sí,No,24
13012,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,24
13013,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,24
13014,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
13017,31-Mar-23,Zapopan,1412002314179,15,,,2,Hipotecada,No quiso responder,0,0,1,,Jefe del hogar,No,No,24
13018,31-Mar-23,Zapopan,1412002314179,15,,,4,Rentada,No quiso responder,0,0,0,,Hijo,Sí,No,24
13019,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,24
13023,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,24
13024,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,El sobrecupo de personas en las unidades del transporte,1,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,24
13025,31-Mar-23,Zapopan,1412002314179,15,,,1,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,24
13026,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,Poca frecuencia de paso en el día,3,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,24
13027,31-Mar-23,Zapopan,1412002314179,15,Insuficiente transporte público,Conducción del/ de la chofer,1,Hipotecada,No quiso responder,0,1,1,,Jefe del hogar,No,No,24
13031,31-Mar-23,Zapopan,1412002314164,15,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,0,0,1,,Cónyuge,Sí,No,24
13032,31-Mar-23,Zapopan,1412002314179,15,Congestionamiento,Poca frecuencia de paso en el día,4,Hipotecada,No quiso responder,0,1,1,,Cónyuge,No,No,24
13033,31-Mar-23,Zapopan,1412002314164,15,Falta de señalamientos,Poca frecuencia de paso en el día,6,Propia,No quiso responder,0,1,1,,Jefe del hogar,Sí,Sí,24
13037,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,No,Sí,24
13040,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Propia,"$3,001 y $7,000",0,1,0,,Cónyuge,Sí,No,24
13041,31-Mar-23,Zapopan,1412002314179,15,Calles inundadas,Poca frecuencia de paso en la noche,3,Propia,"$1,501 y $3,000",0,0,1,,Jefe del hogar,Sí,Sí,24
13042,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,"$7,001 y $10,000",0,1,0,,Cónyuge,Sí,Sí,24
13043,31-Mar-23,Zapopan,1412002314145,15,Pavimento deteriorado,El tiempo de duración de viaje,4,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,24
13044,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,El tiempo de duración de viaje,3,Prestada,"$10,001 y $15,000",0,0,0,,Cónyuge,No,Sí,24
13045,31-Mar-23,Zapopan,1412002314179,15,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,24
13047,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,La distancia a las paradas,3,Prestada,"$3,001 y $7,000",0,1,0,,Jefe del hogar,Sí,Sí,24
13048,31-Mar-23,Zapopan,1412002314164,15,Falta de señalamientos,Falta de información de rutas,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,24
13050,31-Mar-23,Zapopan,1412002314145,15,Falta de señalamientos,El costo del viaje,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,24
13051,31-Mar-23,Zapopan,1412002314145,15,Pavimento deteriorado,La distancia a las paradas,4,Rentada,"$7,001 y $10,000",0,0,1,,Cónyuge,Sí,Sí,24
13054,31-Mar-23,Zapopan,1412002314145,15,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Prestada,"$3,001 y $7,000",0,1,0,,Hijo,Sí,No,24
13055,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No quiso responder,0,1,0,,Jefe del hogar,No,Sí,24
13056,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,24
13057,31-Mar-23,Zapopan,1412002314145,15,Calles inundadas,Poca frecuencia de paso en el día,2,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,24
13060,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,24
13061,31-Mar-23,Zapopan,1412002314179,15,Falta de señalamientos,El tiempo de duración de viaje,3,Propia,"$15,001 y $25,000",0,0,1,,Jefe del hogar,Sí,No,24
13062,31-Mar-23,Zapopan,1412002314145,15,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Propia,"$15,001 y $25,000",0,0,3,,Jefe del hogar,Sí,Sí,24
13064,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,Falta de cubiertas para espera en las paradas,7,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,24
13065,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,24
13067,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Rentada,No quiso responder,0,0,0,,Cónyuge,No,Sí,24
13068,31-Mar-23,Zapopan,1412002314179,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Prestada,"$3,001 y $7,000",0,1,0,,Jefe del hogar,Sí,No,24
13070,31-Mar-23,Zapopan,1412002314164,15,Falta de ciclovías,El sobrecupo de personas en las unidades del transporte,6,Rentada,No quiso responder,0,0,0,,Jefe del hogar,No,Sí,24
13071,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,No sabe,0,0,0,,Jefe del hogar,Sí,Sí,24
13072,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$3,001 y $7,000",0,1,0,,Hijo,Sí,Sí,24
13073,31-Mar-23,Zapopan,1412002314164,15,Falta de ciclovías,El tiempo de duración de viaje,4,Propia,No quiso responder,0,0,3,,Jefe del hogar,Sí,Sí,24
13074,31-Mar-23,Zapopan,1412002314145,15,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$15,001 y $25,000",0,0,0,,Hijo,Sí,Sí,24
13076,31-Mar-23,Zapopan,1412002314179,15,Congestionamiento,La distancia a las paradas,4,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,No,No,24
13078,31-Mar-23,Zapopan,1412002314164,15,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,3,Propia,No sabe,0,0,2,,Jefe del hogar,Sí,Sí,24
13079,31-Mar-23,Zapopan,1412002314145,15,Vialidades insuficientes,Poca frecuencia de paso en la noche,2,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,24
13080,31-Mar-23,Zapopan,1412002314164,15,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,Sí,24
13082,31-Mar-23,Zapopan,1412002314145,15,Tiempos excesivos de traslado,La distancia a las paradas,4,Propia,"$10,001 y $15,000",0,0,0,,Hijo,No,Sí,24
13090,31-Mar-23,Zapopan,1412002314164,15,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,24
13092,1-Apr-23,Zapopan,141200142,14F,,,5,Propia,No quiso responder,0,1,1,,Jefe del hogar,Sí,No,13
13093,1-Apr-23,Zapopan,141200142,14F,,,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13100,1-Apr-23,Zapopan,1412001395995,14F,Calles inundadas,La distancia a las paradas,2,Propia,No quiso responder,0,0,0,,Cónyuge,No,No,13
13104,1-Apr-23,Zapopan,1412001395995,14F,Pavimento deteriorado,La distancia a las paradas,2,Propia,No quiso responder,0,0,0,,Hijo,No,No,13
13107,1-Apr-23,Zapopan,1412001395995,14F,Calles inundadas,La distancia a las paradas,3,Propia,No quiso responder,0,1,0,,Cónyuge,No,No,13
13108,1-Apr-23,Zapopan,1412000012755,16,,,3,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,96
13110,1-Apr-23,Zapopan,1412001395995,14F,Pavimento deteriorado,La distancia a las paradas,2,Propia,No quiso responder,0,1,0,,Jefe del hogar,No,No,13
13112,1-Apr-23,Zapopan,141200142,14F,Tiempos excesivos de traslado,Falta de información de rutas,4,Rentada,"$15,001 y $25,000",0,0,0,,Sin parentesco,No,Sí,13
13115,1-Apr-23,Zapopan,1412001395980,14F,Falta de ciclovías,Falta de cubiertas para espera en las paradas,1,Rentada,No quiso responder,0,1,0,,Jefe del hogar,No,No,13
13116,1-Apr-23,Zapopan,1412001395980,14F,Calles inundadas,La distancia a las paradas,4,Propia,No quiso responder,0,0,0,,Cónyuge,No,No,13
13118,1-Apr-23,Zapopan,141200142,14F,Calles inundadas,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,No,No,13
13119,1-Apr-23,Zapopan,1412002434709,14F,,,3,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,13
13121,1-Apr-23,Zapopan,1412001395980,14F,Falta de señalamientos,La distancia a las paradas,2,Propia,No quiso responder,0,1,0,,Jefe del hogar,No,No,13
13124,1-Apr-23,Zapopan,1412002434709,14F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,0,1,0,,Cónyuge,No,No,13
13126,1-Apr-23,Zapopan,1412001395980,14F,Calles inundadas,La distancia a las paradas,3,Propia,No quiso responder,0,0,0,,Compañero,No,No,13
13130,1-Apr-23,Zapopan,141200142,14F,Falta de señalamientos,La distancia a las paradas,2,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,No,13
13132,1-Apr-23,Zapopan,1412002434709,14F,,,3,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,13
13135,1-Apr-23,Zapopan,1412002434709,14F,,,3,Prestada,No quiso responder,0,0,0,,Hijo,Sí,No,13
13138,1-Apr-23,Zapopan,1412002434713,14F,Falta de cruces peatonales,Trato del/de la chofer,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,13
13141,1-Apr-23,Zapopan,1412001395980,14F,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,No,13
13142,1-Apr-23,Zapopan,1412002434713,14F,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,13
13143,1-Apr-23,Zapopan,1412001395980,14F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,6,Prestada,"$3,001 y $7,000",0,0,2,,Otro parentesco,Sí,Sí,13
13146,1-Apr-23,Zapopan,1412002434709,14F,,,5,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13153,1-Apr-23,Zapopan,1412002434709,14F,,,2,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,13
13155,1-Apr-23,Zapopan,1412002434713,14F,Falta de cruces peatonales,Falta de información de rutas,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,13
13158,1-Apr-23,Zapopan,1412001395980,14F,Tiempos excesivos de traslado,La distancia a las paradas,1,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,13
13159,1-Apr-23,Zapopan,141200142,14F,Congestionamiento,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13163,1-Apr-23,Zapopan,1412002434713,14F,Insuficiente transporte público,Poca frecuencia de paso en el día,7,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,Sí,13
13166,1-Apr-23,Zapopan,1412002434709,14F,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13168,1-Apr-23,Zapopan,1412002434709,14F,,,2,Prestada,No quiso responder,0,1,1,,Jefe del hogar,Sí,No,13
13174,1-Apr-23,Zapopan,1412001395980,14F,Pavimento deteriorado,El tiempo de duración de viaje,3,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,No,No,13
13176,1-Apr-23,Zapopan,1412001395980,14F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Propia,"$10,001 y $15,000",0,0,0,,Nieto,Sí,Sí,13
13177,1-Apr-23,Zapopan,141200142,14F,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13181,1-Apr-23,Zapopan,1412002434713,14F,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,0,,Nieto,Sí,Sí,13
13182,1-Apr-23,Zapopan,141200142,14F,Tiempos excesivos de traslado,Conducción del/ de la chofer,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,13
13183,1-Apr-23,Zapopan,1412002434709,14F,,,3,Hipotecada,No quiso responder,0,1,0,,Jefe del hogar,No,No,13
13186,1-Apr-23,Zapopan,141200142,14F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13190,1-Apr-23,Zapopan,1412007630852,14F,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,3,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,13
13192,1-Apr-23,Zapopan,1412002434709,14F,,,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13193,1-Apr-23,Zapopan,1412007630852,14F,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,Sí,No,13
13195,1-Apr-23,Zapopan,1412002434709,14F,,,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13199,1-Apr-23,Zapopan,1412002434713,14F,Congestionamiento,El tiempo de duración de viaje,1,Rentada,No quiso responder,0,0,1,,Jefe del hogar,No,No,13
13200,1-Apr-23,Zapopan,1412001395980,14F,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,13
13202,1-Apr-23,Zapopan,1412000012755,16,,,3,Propia,No sabe,0,0,0,,Otro parentesco,Sí,No,96
13203,1-Apr-23,Zapopan,1412002434709,14F,,,1,Rentada,No quiso responder,0,1,0,,Jefe del hogar,Sí,No,13
13209,1-Apr-23,Zapopan,141200142,14F,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,1,Prestada,"$7,001 y $10,000",0,1,0,,Jefe del hogar,No,No,13
13210,1-Apr-23,Zapopan,1412002434709,14F,,,2,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13213,1-Apr-23,Zapopan,141200142,14F,,,5,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,13
13216,1-Apr-23,Zapopan,1412002434713,14F,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,13
13219,1-Apr-23,Zapopan,141200142,14F,Congestionamiento,Poca frecuencia de paso en el día,2,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,13
13221,1-Apr-23,Zapopan,141200142,14F,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,No,Sí,13
13223,1-Apr-23,Zapopan,141200142,14F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Otros,No quiso responder,0,0,1,,Cónyuge,No,No,13
13225,1-Apr-23,Zapopan,1412001395980,14F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,6,Propia,"$3,001 y $7,000",0,2,1,,Cónyuge,Sí,Sí,13
13228,1-Apr-23,Zapopan,1412002434709,14F,,,2,Prestada,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,13
13229,1-Apr-23,Zapopan,1412002434709,14F,,,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,13
13230,1-Apr-23,Zapopan,1412007630852,14F,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,0,1,1,,Jefe del hogar,Sí,Sí,13
